,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,correlation_0,correlation_45,correlation_90,correlation_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,contrast_0,contrast_45,contrast_90,contrast_135,ASM_0,ASM_45,ASM_90,ASM_135,energy_0,energy_45,energy_90,energy_135,label
0,47.96188421432143,51.04437869822339,45.725728155349316,49.08496671597469,0.5971392801530233,0.5476883837616738,0.6046910016097776,0.5646178284567671,0.1693994400020553,0.16014943431383555,0.16735422600568467,0.16455262459467687,5085.839985617752,5607.203402366644,4860.919183747881,5399.680380916986,0.011908940483413077,0.011091772495983941,0.011691611678677442,0.011956009451261629,0.10912809209096014,0.10531748428434826,0.10812775628245248,0.1093435386809007,1
1,47.70433297376081,52.06684541419964,47.94138798994215,48.48788831360792,0.6186191393867823,0.5530982812318537,0.619947303545275,0.6195770742668132,0.16295790185920062,0.1543062845330806,0.15281203931432197,0.15186885118255988,4933.532991730752,5766.724389792695,4877.2126932769,4912.823502218771,0.011824544046710508,0.01067052071662341,0.009992716701058267,0.01037424130999165,0.10874071935898948,0.10329821255289662,0.0999635768720701,0.1018540196064527,1
2,43.223570658046,47.5423446745547,45.43140956491407,48.45793269230628,0.698899583675162,0.6616376281428178,0.6772460246702289,0.6426790008913733,0.23491675095074482,0.22685856477785954,0.2123205744383286,0.2097200012450668,4823.617134125536,5439.017566567868,5118.710086300992,5745.554456360759,0.021656633968036094,0.021949820156036134,0.018246992873388653,0.01683898436405823,0.14716193111003978,0.1481547169550674,0.13508143052762156,0.12976511227621323,1
3,42.26941747573681,50.75693417159596,46.41810499821152,45.38729659763205,0.6995297044581115,0.6031103610677024,0.6512078908815808,0.6733936167470638,0.259688297449673,0.23699699885746306,0.2347383847098738,0.24404837159012788,4826.072545847829,6350.685558431735,5493.689410285199,5229.943509615262,0.03753091397798768,0.03174687630613912,0.03154045595136749,0.03467552521904691,0.19372897041482381,0.17817653130011013,0.17759632865396596,0.18621365475992063,1
4,35.03694714132102,41.33857248520585,38.64572096368744,38.12675665680344,0.7435494158737325,0.6658324968832425,0.7073376193260303,0.7195305680470785,0.36860585704312493,0.34978079169337384,0.3393177878873387,0.3496697541502983,3819.2269866959987,4926.998890532408,4281.4128910470035,4138.678531804616,0.08951673502105603,0.08130874812763286,0.07893386551860793,0.08390869063692222,0.29919347422872716,0.285146888686573,0.2809517138559719,0.2896699684760611,1
5,33.1813196691885,39.97623890532404,35.81166846458596,35.05907914201051,0.7447401139759657,0.6584009002339188,0.707878982309692,0.7199208454991844,0.276051064241178,0.25790380449589057,0.2764089706520677,0.2719668321861636,3247.0475548369104,4259.478457840108,3643.59807623212,3498.7419563608355,0.03972385156197266,0.03785652515120941,0.0451835943121633,0.04186830927663372,0.19930843324348485,0.1945675336514533,0.212564329820794,0.2046174706046229,1
6,29.84771664869153,36.16161242603421,35.38825961884691,34.2727440828391,0.7274878315581641,0.6255767717857446,0.6349815697830438,0.6618005964509639,0.2344697815664586,0.2153209112498645,0.21998966652789514,0.22161537364545703,2964.4007551244667,4033.4569156803454,3945.9006652288476,3644.3343195265193,0.02065760271483644,0.019531455153004744,0.020658790657211455,0.02002609187216505,0.143727529425773,0.1397549825695125,0.14373166198583892,0.14151357486886215,1
7,30.13565264293798,38.54049556212865,38.2748112189908,36.30575073964375,0.6710464109311873,0.512409836061558,0.5219656511997215,0.5708127022674214,0.17291850872791853,0.14445204002966594,0.1466665174951457,0.14846926131096633,2938.186713412829,4300.105954141868,4234.468087019604,3781.1406249998736,0.007246872753820815,0.005450770048645556,0.005595406577562231,0.005684755599856098,0.08512856602704415,0.07382933054447641,0.07480245034463932,0.07539731825374227,1
8,29.060140237328632,35.65458579881539,34.753416037401145,32.60392011834182,0.6506103552876994,0.518542991319957,0.537108206540057,0.5952276970364709,0.16446721805079237,0.14416942803335914,0.14481749083603557,0.1513732840731667,2756.8091513847708,3757.013498520581,3595.8704602665825,3153.512943786851,0.008697996893185315,0.006147820126220624,0.006239497619655926,0.007454366962104689,0.09326305213312137,0.07840803610740818,0.07899049069132262,0.08633867593439622,1
9,29.995325422513798,34.968195266271,33.649676375408944,33.280510355028476,0.6280094074952727,0.5434094371539144,0.5805357638431259,0.5684770128088702,0.1873228222940797,0.1692640227323531,0.17154715409376942,0.1760774071853841,3042.503236246354,3697.653476331232,3405.966468896524,3491.57636834308,0.015072653262672014,0.012368473843538055,0.012673074314704156,0.012693572973470471,0.1227707345529545,0.11121364054619404,0.11257474989847482,0.11266575776814565,1
10,28.693725278678706,33.3905325443776,34.504764473213406,33.45099852070906,0.6431202011880266,0.5690549042185762,0.5415244693211029,0.5542886978119457,0.28382220332789687,0.2713813051640082,0.27587693081894993,0.2681688462545111,3905.2568320750593,4705.8326553252955,5026.417385832788,4867.581360946594,0.041250890875974604,0.03886304853810497,0.03980679337535351,0.037741365930594,0.20310315328909742,0.19713713130231192,0.19951639876299268,0.19427137187602808,1
